conn_hash	stmt_id	exec_id	exec_time	sql_type	exe_status	db_ip	client_ip	client_host	app_name	db_user	sql_hash	from_tbs	select_cols	sql_stmt	stmt_bind_vars
conn_5865109859950709102	589	8	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.244.141	10.0.78.26	host_81	app_2	user_2	hash_17328776910545742590	tbs_3	N/A	UPDATE table_4 SET salary = 5838 WHERE name LIKE 'C%' AND department = 'HR' AND age > 44	bind_vars_example
conn_2179303227038368335	800	4	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.148.16	10.0.129.125	host_78	app_3	user_1	hash_11486302613634975541	tbs_4	N/A	UPDATE table_4 SET salary = 8275 WHERE name LIKE 'A%'	bind_vars_example
conn_12806674701025228604	408	2	2024-11-14 17:48:27	SELECT	SUCCESS	192.168.13.123	10.0.1.129	host_57	app_4	user_9	hash_2872503264347971281	tbs_1	name	SELECT id, salary, age FROM table_2 WHERE name LIKE 'A%' AND name LIKE 'A%' AND salary < 3158	bind_vars_example
conn_12981709723776559459	468	4	2024-11-14 17:48:27	DELETE	FAILURE	192.168.53.26	10.0.25.134	host_97	app_2	user_6	hash_15113676388341773161	tbs_2	N/A	DELETE FROM table_2 WHERE name LIKE 'C%' AND department = 'HR'	bind_vars_example
conn_13562581193350815329	336	3	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.81.208	10.0.113.219	host_88	app_1	user_2	hash_10406667258242666779	tbs_4	N/A	UPDATE table_1 SET salary = 5082 WHERE age > 35	bind_vars_example
conn_4766684505744242052	524	3	2024-11-14 17:48:27	SELECT	SUCCESS	192.168.211.191	10.0.93.179	host_59	app_2	user_6	hash_16334445779442584537	tbs_4	age, salary	SELECT name, salary, id FROM table_4 WHERE salary < 7120	bind_vars_example
conn_5436461462248158824	477	2	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.202.3	10.0.231.132	host_73	app_4	user_7	hash_15218222745452197608	tbs_2	N/A	UPDATE table_2 SET salary = 8863 WHERE salary < 8832	bind_vars_example
conn_16326656935171608508	652	10	2024-11-14 17:48:27	INSERT	SUCCESS	192.168.11.56	10.0.138.201	host_5	app_4	user_3	hash_11688558807338557181	tbs_1	N/A	INSERT INTO table_1 (id, name, age, salary) VALUES (88, 'John Doe', 28, 5681)	bind_vars_example
conn_1632629939572178868	672	6	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.220.12	10.0.105.142	host_7	app_3	user_7	hash_7680899186136340160	tbs_1	N/A	DELETE FROM table_4 WHERE department = 'HR' AND name LIKE 'A%' AND department = 'HR'	bind_vars_example
conn_11849488177840874163	531	2	2024-11-14 17:48:27	DELETE	FAILURE	192.168.217.108	10.0.219.103	host_46	app_4	user_8	hash_9147229533188667830	tbs_2	N/A	DELETE FROM table_4 WHERE age > 47 AND department = 'Sales' AND name LIKE 'C%'	bind_vars_example
conn_4285510435423848815	504	1	2024-11-14 17:48:27	INSERT	FAILURE	192.168.5.91	10.0.251.116	host_15	app_2	user_2	hash_10923017158504783589	tbs_2	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (38, 'John Doe', 42, 9555)	bind_vars_example
conn_14781779255717718344	726	1	2024-11-14 17:48:27	INSERT	FAILURE	192.168.195.182	10.0.76.244	host_40	app_3	user_4	hash_17887626407230241899	tbs_2	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (98, 'John Doe', 31, 4801)	bind_vars_example
conn_8259078539870063602	537	8	2024-11-14 17:48:27	DELETE	FAILURE	192.168.195.178	10.0.200.165	host_68	app_2	user_1	hash_11991655958279977535	tbs_4	N/A	DELETE FROM table_3 WHERE department = 'Sales' AND name LIKE 'C%'	bind_vars_example
conn_14884629704674597397	629	4	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.4.240	10.0.95.253	host_71	app_1	user_6	hash_11050463382633421567	tbs_2	N/A	DELETE FROM table_4 WHERE department = 'HR' AND name LIKE 'C%' AND name LIKE 'C%'	bind_vars_example
conn_14598947872071412828	869	6	2024-11-14 17:48:27	SELECT	FAILURE	192.168.198.64	10.0.117.239	host_11	app_1	user_4	hash_18098284050674922409	tbs_3	id, age, department, salary	SELECT department, id FROM table_2 WHERE department = 'Sales'	bind_vars_example
conn_6396711033460718720	481	10	2024-11-14 17:48:27	INSERT	FAILURE	192.168.222.197	10.0.224.87	host_60	app_2	user_2	hash_12813926072858424821	tbs_2	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (24, 'John Doe', 30, 4967)	bind_vars_example
conn_10538909365580892389	386	7	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.196.203	10.0.159.89	host_17	app_2	user_6	hash_7916811515662426684	tbs_1	N/A	UPDATE table_1 SET salary = 6289 WHERE name LIKE 'B%'	bind_vars_example
conn_5278584844413977912	857	5	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.115.210	10.0.93.231	host_18	app_1	user_4	hash_3796591110180417455	tbs_1	N/A	UPDATE table_2 SET salary = 7673 WHERE age > 21 AND salary < 8046 AND age > 21	bind_vars_example
conn_12288583398308737542	243	4	2024-11-14 17:48:27	SELECT	FAILURE	192.168.128.53	10.0.181.202	host_45	app_2	user_1	hash_7088663760882967194	tbs_1	department, department	SELECT id, department FROM table_4 WHERE age > 45 AND salary < 3379 AND age > 45	bind_vars_example
conn_18276153015245913551	661	2	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.106.67	10.0.84.7	host_15	app_1	user_5	hash_15236389742865586960	tbs_3	N/A	DELETE FROM table_3 WHERE age > 38 AND name LIKE 'C%'	bind_vars_example
conn_151944983873518177	461	9	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.214.83	10.0.246.154	host_90	app_3	user_7	hash_9924942272757962509	tbs_2	N/A	UPDATE table_4 SET salary = 4750 WHERE age > 25 AND salary < 7932	bind_vars_example
conn_15307224782670671495	565	4	2024-11-14 17:48:27	INSERT	SUCCESS	192.168.167.58	10.0.127.200	host_77	app_1	user_8	hash_8426027884335212251	tbs_1	N/A	INSERT INTO table_1 (id, name, age, salary) VALUES (66, 'John Doe', 37, 7885)	bind_vars_example
conn_1381256905090182164	432	10	2024-11-14 17:48:27	SELECT	FAILURE	192.168.73.46	10.0.66.211	host_20	app_1	user_6	hash_7343195060413192607	tbs_4	salary, id	SELECT salary FROM table_1 WHERE salary < 4548 AND name LIKE 'A%' AND name LIKE 'A%'	bind_vars_example
conn_4370738976365487401	423	5	2024-11-14 17:48:27	SELECT	FAILURE	192.168.74.171	10.0.125.187	host_58	app_1	user_3	hash_3343200609162653469	tbs_4	name, id, age	SELECT department FROM table_1 WHERE name LIKE 'A%' AND age > 30 AND salary < 6366	bind_vars_example
conn_7105158581040166383	365	6	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.208.123	10.0.47.135	host_23	app_2	user_2	hash_6734579979151003069	tbs_2	N/A	UPDATE table_3 SET salary = 8593 WHERE age > 41 AND name LIKE 'C%' AND department = 'HR'	bind_vars_example
conn_8485029763023120805	31	8	2024-11-14 17:48:27	INSERT	FAILURE	192.168.10.50	10.0.26.21	host_22	app_4	user_5	hash_1998582012307743993	tbs_4	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (48, 'John Doe', 28, 8000)	bind_vars_example
conn_11052324987669140973	847	1	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.194.206	10.0.83.85	host_58	app_1	user_6	hash_11025981402171785346	tbs_3	N/A	UPDATE table_3 SET salary = 4661 WHERE department = 'Engineering'	bind_vars_example
conn_9601353966101730382	303	8	2024-11-14 17:48:27	SELECT	FAILURE	192.168.38.228	10.0.129.200	host_48	app_3	user_1	hash_16875342327593906202	tbs_2	age, department	SELECT name FROM table_2 WHERE age > 49 AND salary < 5530 AND salary < 5530	bind_vars_example
conn_10585477839334259516	301	10	2024-11-14 17:48:27	DELETE	FAILURE	192.168.12.218	10.0.196.182	host_4	app_2	user_7	hash_1695462446528304629	tbs_1	N/A	DELETE FROM table_4 WHERE age > 32 AND age > 32 AND age > 32	bind_vars_example
conn_2777671424253589875	72	9	2024-11-14 17:48:27	INSERT	FAILURE	192.168.86.58	10.0.226.175	host_52	app_3	user_7	hash_1639302329109043575	tbs_1	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (92, 'John Doe', 40, 3063)	bind_vars_example
conn_3016293681632054506	441	10	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.69.195	10.0.76.188	host_69	app_4	user_2	hash_13750610025106879651	tbs_4	N/A	UPDATE table_2 SET salary = 5391 WHERE department = 'Sales' AND salary < 5221 AND age > 21	bind_vars_example
conn_12649546417381417662	333	3	2024-11-14 17:48:27	SELECT	FAILURE	192.168.79.111	10.0.10.52	host_96	app_2	user_8	hash_3308862923747904783	tbs_4	id, age	SELECT department, salary, name, age FROM table_4 WHERE salary < 6237 AND salary < 6237	bind_vars_example
conn_2748437361491157892	987	5	2024-11-14 17:48:27	INSERT	SUCCESS	192.168.247.20	10.0.124.169	host_66	app_2	user_2	hash_18300066211073976529	tbs_2	N/A	INSERT INTO table_1 (id, name, age, salary) VALUES (43, 'John Doe', 48, 6991)	bind_vars_example
conn_5872557824836967715	740	6	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.117.7	10.0.67.127	host_82	app_1	user_3	hash_3184920865425466676	tbs_2	N/A	UPDATE table_3 SET salary = 5633 WHERE name LIKE 'A%'	bind_vars_example
conn_9648075835100636698	608	7	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.75.212	10.0.97.21	host_46	app_2	user_9	hash_4251345918963854729	tbs_2	N/A	UPDATE table_4 SET salary = 5668 WHERE name LIKE 'A%' AND name LIKE 'A%' AND department = 'Engineering'	bind_vars_example
conn_18403627021311731975	112	8	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.157.71	10.0.251.96	host_25	app_4	user_3	hash_8330998005629596180	tbs_2	N/A	UPDATE table_4 SET salary = 9624 WHERE age > 36 AND department = 'HR' AND name LIKE 'C%'	bind_vars_example
conn_8655554660741128906	874	2	2024-11-14 17:48:27	INSERT	FAILURE	192.168.102.100	10.0.219.12	host_63	app_3	user_6	hash_5480451935569698453	tbs_1	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (34, 'John Doe', 45, 8451)	bind_vars_example
conn_26457062820368018	837	1	2024-11-14 17:48:27	DELETE	FAILURE	192.168.21.156	10.0.12.119	host_24	app_1	user_7	hash_7509327931876146645	tbs_1	N/A	DELETE FROM table_1 WHERE age > 47 AND salary < 8630	bind_vars_example
conn_2836538569196938412	32	4	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.139.247	10.0.10.115	host_58	app_4	user_1	hash_9164608397135639631	tbs_2	N/A	DELETE FROM table_4 WHERE age > 38	bind_vars_example
conn_18059029511346056755	831	5	2024-11-14 17:48:27	SELECT	FAILURE	192.168.204.170	10.0.82.179	host_4	app_2	user_4	hash_1797808827707056172	tbs_1	id, department	SELECT name, id, id, age FROM table_2 WHERE department = 'HR' AND age > 28	bind_vars_example
conn_528910416216309060	565	2	2024-11-14 17:48:27	INSERT	FAILURE	192.168.224.63	10.0.99.229	host_53	app_3	user_8	hash_2641689990274977267	tbs_3	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (85, 'John Doe', 46, 3935)	bind_vars_example
conn_12135332051312604634	578	7	2024-11-14 17:48:27	INSERT	FAILURE	192.168.25.226	10.0.128.155	host_56	app_3	user_2	hash_11468637527870242422	tbs_4	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (25, 'John Doe', 47, 8187)	bind_vars_example
conn_5463476952616319018	665	8	2024-11-14 17:48:27	SELECT	FAILURE	192.168.33.151	10.0.26.242	host_20	app_3	user_5	hash_15656900427415753720	tbs_4	salary, id, name	SELECT department, name, id FROM table_2 WHERE age > 28	bind_vars_example
conn_2389645188079500380	526	7	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.132.80	10.0.123.240	host_47	app_3	user_7	hash_594727717958590725	tbs_1	N/A	DELETE FROM table_1 WHERE salary < 8313 AND age > 44	bind_vars_example
conn_8260879596404969213	831	9	2024-11-14 17:48:27	INSERT	FAILURE	192.168.98.145	10.0.17.24	host_88	app_2	user_9	hash_1971196361553123955	tbs_4	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (95, 'John Doe', 23, 7882)	bind_vars_example
conn_8632688552949947642	394	3	2024-11-14 17:48:27	DELETE	FAILURE	192.168.172.96	10.0.35.153	host_92	app_2	user_7	hash_16526548930413816296	tbs_2	N/A	DELETE FROM table_4 WHERE salary < 8671 AND salary < 8671 AND name LIKE 'A%'	bind_vars_example
conn_10131989069011868121	597	3	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.73.153	10.0.80.151	host_2	app_4	user_4	hash_6834306833990866144	tbs_1	N/A	UPDATE table_2 SET salary = 5281 WHERE department = 'Engineering'	bind_vars_example
conn_7640794343335405137	370	8	2024-11-14 17:48:27	SELECT	FAILURE	192.168.199.174	10.0.70.20	host_67	app_4	user_9	hash_17936716417539312571	tbs_4	id, department	SELECT department FROM table_1 WHERE name LIKE 'C%'	bind_vars_example
conn_10425661002863564412	670	2	2024-11-14 17:48:27	INSERT	FAILURE	192.168.60.150	10.0.198.128	host_37	app_4	user_9	hash_7485757084089864922	tbs_1	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (47, 'John Doe', 20, 5263)	bind_vars_example
conn_9525940254973460324	153	9	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.18.183	10.0.250.240	host_82	app_3	user_6	hash_3277710697433768632	tbs_4	N/A	UPDATE table_2 SET salary = 9600 WHERE name LIKE 'A%' AND salary < 8983	bind_vars_example
conn_10451958425115659569	308	5	2024-11-14 17:48:27	SELECT	FAILURE	192.168.170.7	10.0.89.7	host_71	app_2	user_2	hash_10439039050802602868	tbs_2	age	SELECT id, salary, department, salary FROM table_1 WHERE salary < 3225 AND name LIKE 'C%' AND age > 37	bind_vars_example
conn_9877281699860050419	433	5	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.186.228	10.0.238.47	host_22	app_1	user_4	hash_3149595477786192381	tbs_3	N/A	DELETE FROM table_3 WHERE salary < 3143	bind_vars_example
conn_8348977249871001767	864	7	2024-11-14 17:48:27	SELECT	FAILURE	192.168.240.102	10.0.50.248	host_5	app_2	user_9	hash_8675963556602513467	tbs_2	department	SELECT name FROM table_2 WHERE salary < 7741 AND department = 'HR'	bind_vars_example
conn_12606660220471962169	207	2	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.185.142	10.0.122.170	host_56	app_1	user_3	hash_14652580792032259405	tbs_1	N/A	UPDATE table_4 SET salary = 7012 WHERE department = 'HR'	bind_vars_example
conn_8583051390677726455	4	5	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.100.234	10.0.156.199	host_94	app_1	user_2	hash_234717248697852067	tbs_3	N/A	DELETE FROM table_4 WHERE name LIKE 'B%'	bind_vars_example
conn_12102145759955980626	662	5	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.88.248	10.0.147.247	host_82	app_4	user_7	hash_7538202145647839107	tbs_1	N/A	UPDATE table_1 SET salary = 5042 WHERE age > 33 AND age > 33 AND age > 33	bind_vars_example
conn_13743654458430693224	418	2	2024-11-14 17:48:27	SELECT	SUCCESS	192.168.86.224	10.0.48.29	host_77	app_2	user_3	hash_9486767483444982964	tbs_3	name, department	SELECT age, name, id, age FROM table_1 WHERE salary < 4733 AND age > 20 AND salary < 4733	bind_vars_example
conn_14008416827627457130	358	6	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.184.231	10.0.59.69	host_33	app_3	user_6	hash_5034840786476069448	tbs_4	N/A	UPDATE table_2 SET salary = 5238 WHERE age > 31 AND department = 'Engineering'	bind_vars_example
conn_2387443021077930147	171	10	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.200.46	10.0.99.194	host_79	app_2	user_8	hash_5991653029625496715	tbs_3	N/A	DELETE FROM table_3 WHERE age > 35 AND department = 'HR' AND department = 'HR'	bind_vars_example
conn_13361641306395699391	566	1	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.98.214	10.0.34.217	host_97	app_2	user_3	hash_11460556826113572732	tbs_2	N/A	DELETE FROM table_4 WHERE salary < 3442 AND name LIKE 'B%'	bind_vars_example
conn_1685327656160447247	275	4	2024-11-14 17:48:27	SELECT	FAILURE	192.168.123.19	10.0.31.187	host_6	app_2	user_4	hash_8384348507305162544	tbs_4	id, department, name, salary	SELECT id, department, name, id FROM table_3 WHERE name LIKE 'B%' AND age > 23	bind_vars_example
conn_3122535933435073068	621	8	2024-11-14 17:48:27	DELETE	FAILURE	192.168.86.75	10.0.152.23	host_52	app_1	user_4	hash_12127995562988852670	tbs_1	N/A	DELETE FROM table_3 WHERE name LIKE 'B%' AND name LIKE 'B%' AND department = 'Engineering'	bind_vars_example
conn_8659953159076884430	523	5	2024-11-14 17:48:27	SELECT	SUCCESS	192.168.25.205	10.0.10.11	host_69	app_1	user_5	hash_18194402040374093741	tbs_4	name, id, age	SELECT name, department FROM table_2 WHERE name LIKE 'C%'	bind_vars_example
conn_10661124057896939648	275	8	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.181.214	10.0.107.19	host_73	app_2	user_4	hash_13146450616766009680	tbs_2	N/A	UPDATE table_3 SET salary = 5555 WHERE salary < 5774 AND salary < 5774	bind_vars_example
conn_1161772200134755089	76	9	2024-11-14 17:48:27	DELETE	FAILURE	192.168.74.223	10.0.109.5	host_83	app_2	user_1	hash_7987218957117924843	tbs_4	N/A	DELETE FROM table_4 WHERE name LIKE 'B%' AND age > 49 AND name LIKE 'B%'	bind_vars_example
conn_8641636013453589452	29	8	2024-11-14 17:48:27	INSERT	FAILURE	192.168.243.74	10.0.37.92	host_25	app_2	user_8	hash_279324487642816481	tbs_3	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (88, 'John Doe', 31, 7210)	bind_vars_example
conn_1574703974975532383	124	5	2024-11-14 17:48:27	DELETE	SUCCESS	192.168.203.191	10.0.144.107	host_73	app_1	user_5	hash_5221057827247647410	tbs_2	N/A	DELETE FROM table_1 WHERE salary < 7817 AND salary < 7817	bind_vars_example
conn_1234920935813680030	901	8	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.47.129	10.0.44.159	host_55	app_2	user_4	hash_17740527884926772403	tbs_2	N/A	UPDATE table_2 SET salary = 6544 WHERE salary < 7881 AND age > 21 AND department = 'Engineering'	bind_vars_example
conn_5173392361910431406	711	6	2024-11-14 17:48:27	DELETE	FAILURE	192.168.141.249	10.0.236.215	host_11	app_1	user_7	hash_12629544877238388910	tbs_3	N/A	DELETE FROM table_2 WHERE name LIKE 'A%'	bind_vars_example
conn_6870838140597863815	823	5	2024-11-14 17:48:27	INSERT	SUCCESS	192.168.0.127	10.0.125.200	host_24	app_1	user_5	hash_6781340807674897589	tbs_1	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (72, 'John Doe', 38, 4263)	bind_vars_example
conn_4047248323200633808	781	7	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.118.88	10.0.201.227	host_31	app_2	user_6	hash_4536801241947448489	tbs_2	N/A	UPDATE table_2 SET salary = 5618 WHERE salary < 7794 AND age > 42 AND department = 'Sales'	bind_vars_example
conn_5749177954212074192	186	8	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.45.34	10.0.186.158	host_82	app_3	user_4	hash_6220820895078175319	tbs_2	N/A	UPDATE table_4 SET salary = 4881 WHERE salary < 7707	bind_vars_example
conn_1351071863941970934	233	7	2024-11-14 17:48:27	INSERT	FAILURE	192.168.124.107	10.0.213.54	host_49	app_4	user_3	hash_5164994028965996997	tbs_4	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (71, 'John Doe', 44, 5750)	bind_vars_example
conn_11059106311928926512	314	2	2024-11-14 17:48:27	SELECT	FAILURE	192.168.234.126	10.0.137.14	host_65	app_4	user_7	hash_3093126727238495125	tbs_4	salary, salary	SELECT age FROM table_1 WHERE salary < 7462 AND department = 'HR'	bind_vars_example
conn_14138430771896438869	120	9	2024-11-14 17:48:27	INSERT	FAILURE	192.168.26.76	10.0.68.250	host_88	app_4	user_9	hash_15399983815354987229	tbs_2	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (41, 'John Doe', 29, 3940)	bind_vars_example
conn_7090721703024009464	602	2	2024-11-14 17:48:27	DELETE	FAILURE	192.168.22.162	10.0.121.105	host_51	app_2	user_5	hash_14856119767407929109	tbs_3	N/A	DELETE FROM table_1 WHERE salary < 9337	bind_vars_example
conn_4416611725806317719	790	8	2024-11-14 17:48:27	INSERT	SUCCESS	192.168.48.178	10.0.129.93	host_45	app_3	user_1	hash_686157753327024194	tbs_1	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (62, 'John Doe', 26, 6949)	bind_vars_example
conn_14152109387425224893	75	9	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.101.26	10.0.171.230	host_51	app_1	user_7	hash_3891453284455696563	tbs_4	N/A	UPDATE table_4 SET salary = 5865 WHERE name LIKE 'B%'	bind_vars_example
conn_17671816419064812545	689	6	2024-11-14 17:48:27	INSERT	FAILURE	192.168.169.168	10.0.169.7	host_98	app_4	user_6	hash_13404370011999292032	tbs_2	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (41, 'John Doe', 28, 6506)	bind_vars_example
conn_14364411861714943748	56	5	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.243.24	10.0.94.95	host_75	app_3	user_3	hash_1513322813783298954	tbs_1	N/A	UPDATE table_3 SET salary = 7301 WHERE salary < 6660 AND age > 38 AND name LIKE 'C%'	bind_vars_example
conn_2076597197176098538	486	9	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.234.117	10.0.218.112	host_64	app_3	user_8	hash_16377890492661172698	tbs_3	N/A	UPDATE table_3 SET salary = 3588 WHERE age > 23	bind_vars_example
conn_5323882963943878791	463	10	2024-11-14 17:48:27	UPDATE	FAILURE	192.168.111.201	10.0.153.106	host_96	app_2	user_8	hash_5002841158213193212	tbs_2	N/A	UPDATE table_2 SET salary = 8512 WHERE name LIKE 'A%'	bind_vars_example
conn_2330862772316843902	429	7	2024-11-14 17:48:27	INSERT	SUCCESS	192.168.186.154	10.0.140.246	host_55	app_3	user_3	hash_599150980812027679	tbs_3	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (9, 'John Doe', 37, 5311)	bind_vars_example
conn_12151728998782360824	857	4	2024-11-14 17:48:27	UPDATE	SUCCESS	192.168.137.155	10.0.112.199	host_81	app_3	user_1	hash_17292865605859940947	tbs_3	N/A	UPDATE table_3 SET salary = 4878 WHERE age > 43	bind_vars_example
